uid,car_vin,car_company,car_model,car_model_year,car_color
fcc0a22c-2f25-4f7b-8ec1-e24cb36c2034,1N6AA0CC3CN013871,Mazda,626,1997,Puce
0ee77a15-13fb-44c8-b298-e2d0e1e442b5,WBADN63431G225362,Nissan,Pathfinder,2005,Orange
26caa82c-7680-4459-b05e-636f1fa12c47,3C6JD7DP2CG677079,Chevrolet,Traverse,2012,Pink
81ef60b9-be7a-4579-9371-f135d2e63ca2,2LMHJ5AT3CB075879,Chevrolet,Tahoe,1999,Violet
a9d73b54-6b0c-4ed7-ac34-582d07266c5d,WAULD64B72N003349,Hyundai,Tiburon,2004,Khaki
836b33ce-07e2-4664-82ed-aaad1b4936bf,1GKS1EEF1DR178098,Chevrolet,S10,1998,Khaki
b3561c5d-a30f-49bf-ab5a-f0f4bd2b5eab,TRUTC28N351622521,Nissan,JUKE,2012,Teal
9248a32a-29d2-47ac-a6cf-e724b5c020b5,JN1CV6EK9EM256815,Dodge,Ram 1500,2006,Blue
c84d1369-8544-49dd-ba64-1776f9e1d28b,2HNYD18793H962841,Dodge,Journey,2009,Teal
0a69994a-ab73-4dfd-b34d-005f5de9bba0,5J6TF2H51DL107208,Pontiac,Trans Sport,1991,Red
c4046676-a5ef-4def-8bc3-bb63db6130f5,WBA3B3C54FJ345659,Porsche,Cayenne,2005,Fuscia
fff220ad-c287-4c6b-b479-bce9ba2fc361,WAUHF78P28A234719,BMW,X6,2013,Green
cb78a47c-4374-44b2-9e6e-aff5654c3614,WAUJC58E95A906901,Maserati,Biturbo,1986,Green
95a8a428-017b-4ccc-93cd-3a40228e35b9,2T1BURHE8EC414206,Chevrolet,Monte Carlo,2006,Orange
43dca0f2-9531-46c3-9c51-db6d1b88edd7,JN1CV6AP9DM230750,Ford,Escape,2010,Puce
9458ffc9-b0db-4984-b384-666c09d131b0,1FTEW1CW9AK088172,Chevrolet,Silverado 3500,2010,Aquamarine
1761ca58-5f5b-473a-91bf-c146116b8ab8,WAUDGBFL8AA462924,Oldsmobile,98,1995,Puce
3c1b4549-855e-4e63-b12a-a9ca516dac92,1C4AJWAGXFL264933,Toyota,Sienna,2011,Orange
df39f186-d895-4181-93f4-b1efdce79b72,TRUWX28N021120630,Mazda,626,1983,Goldenrod
f712aa82-8b64-48bc-98e6-b22382a98a67,5J8TB3H57GL709852,Volkswagen,GTI,1999,Yellow
f200cebd-d007-42f4-8a72-7e209208d1fe,1G6DL5E39D0808476,Plymouth,Colt Vista,1993,Teal
b35e9e0a-4eb3-4920-b1bf-064c5a628361,WAUJC68E24A614138,Spyker,C8,2007,Yellow
0b0ee515-851f-46b3-8e57-fc3d5ba04f1b,WAULC68E42A050871,Mitsubishi,Montero,1995,Aquamarine
b46c6540-7e5b-4592-862b-f81568347287,WAULT68E75A078751,Volkswagen,Golf,1990,Crimson
042593d2-85f7-42d0-959f-ed4c7e66b8a5,1FMJU1F55AE821450,Toyota,Supra,1993,Crimson
6f099cd1-7220-47cc-bc7f-28a0aac1ec4e,WVGAV3AX4EW742114,Oldsmobile,Silhouette,1998,Fuscia
49af5190-4a82-4061-9b1b-b2ad8a1c0242,1GD322CG8EF144276,Mazda,CX-9,2012,Maroon
fc570001-2e00-4e7c-b36e-29ae5e5fd7da,4F2CY0C76AK306026,Cadillac,Escalade ESV,2006,Green
0b39d76a-31e0-4e31-9c8d-c001428b3915,WA1YD54B25N599438,Mitsubishi,Pajero,2002,Crimson
712c2c26-fd18-40d5-b27f-c77ae80553c6,KMHTC6AD5DU575021,Chevrolet,Sportvan G20,1993,Turquoise
09426cc2-dd52-40af-b649-40a136fa6777,5N1AA0NC8FN139465,GMC,Envoy XUV,2004,Teal
860000f4-55a1-45b8-b424-5316ed1554a1,WBANV9C52AC029483,Lexus,SC,2000,Teal
ccc7efde-90ec-45a5-b7a2-b6ad37393b81,WDBSK7AA6CF309085,Lexus,ES,2008,Green
a866d3d0-b621-4767-ad0c-1bbccbbb6e47,1GD422CG0EF502734,Mitsubishi,Lancer,2012,Fuscia
8568b834-555c-4f26-b4c6-28c81ef8863d,3FADP0L35BR843963,Oldsmobile,LSS,1999,Turquoise
6d8f10a8-08c6-4b42-b2eb-5a6113b2b072,JH4CW2H50BC040618,Volvo,V70,2002,Violet
c7ac19b7-5aa7-4a72-ad60-0f5bdc3f7953,WAUEG94F26N197914,Mercedes-Benz,M-Class,2003,Red
16fc362a-6a2e-4fee-bd3e-8b3202f3b033,WAUBF48H08K980514,Saturn,Relay,2006,Green
3a5a9c2f-2674-42f1-98c8-74c43ce2fe9a,1C4AJWAG1EL526370,Saab,900,1998,Turquoise
8a7893f9-cec3-4026-8104-132b1c5f5014,JN8AF5MV6FT413770,Honda,Pilot,2006,Violet
05c7a95a-31f1-4e86-893d-8a2ff28690bc,4A31K3DT4BE830407,Cadillac,DeVille,1997,Goldenrod
4baed902-a537-4239-b714-b39a4ca6d5df,ZFF75VFA8F0120216,Mercedes-Benz,E-Class,2001,Orange
640b8e88-b077-4dcd-add0-ef67e5b396ce,5UXFG4C55AL805947,Lexus,GX,2006,Red
7f26994b-3f12-4d97-b806-899c79b35e8d,WAULD54B12N971585,Dodge,Ram Wagon B350,1993,Teal
54c7de1c-1e57-4a55-a2f1-98f6a376342a,1G6YX36D195249520,GMC,Sonoma Club Coupe,1998,Fuscia
f40590ef-5a97-420d-b8d4-45a419351f8c,JA4AP3AU0CZ122290,Kia,Rondo,2007,Indigo
8775629d-a396-40e5-a3de-54021fe9388d,WBA3B9C52FJ077729,Mazda,Miata MX-5,2010,Maroon
fec8e409-47ba-4776-9b6c-c5382941a08b,2LMHJ5AT8EB779921,Pontiac,Grand Am,1991,Pink
67c9721f-2813-454e-bd65-9aab372d5ec8,1FMJK1H51DE751503,Chevrolet,Suburban 1500,2004,Turquoise
